Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,,
Russian Federation,2002,"Mining, manufacturing and construction",8495,,
Russian Federation,2002,Transport,7414,,
Russian Federation,2002,Communication,85,,
Russian Federation,2002,Fuel and energy,892,,
Russian Federation,2002,Environment protection,607,,
Russian Federation,2002,Housing and community amenities,7079,,
Russian Federation,2002,Health,7640,,
Russian Federation,2002,Education,13029,,
Russian Federation,2002,Social protection,34779,,
Russian Federation,2002,General public services,46843,,
Russian Federation,2002,Defence,10054,,
Russian Federation,2002,Public order and safety,8055,,
Russian Federation,2002,"Recreation, culture and religion",2514,,
Russian Federation,2002,"General economic, commercial and labour affairs",0,,
Russian Federation,2002,Other industries,0,,
Russian Federation,2002,RandD Economic affairs,0,,
Russian Federation,2002,Economic affairs n.e.c.,0,,
Russian Federation,2003,Total function,165289,,
Russian Federation,2003,"Agriculture, forestry, fishing and hunting",2148,,
Russian Federation,2003,"Mining, manufacturing and construction",10437,,
Russian Federation,2003,Transport,8399,,
Russian Federation,2003,Communication,134,,
Russian Federation,2003,Fuel and energy,902,,
Russian Federation,2003,Environment protection,623,,
Russian Federation,2003,Housing and community amenities,8278,,
Russian Federation,2003,Health,7808,,
Russian Federation,2003,Education,15694,,
Russian Federation,2003,Social protection,45285,,
Russian Federation,2003,General public services,38593,,
Russian Federation,2003,Defence,12454,,
Russian Federation,2003,Public order and safety,11463,,
Russian Federation,2003,"Recreation, culture and religion",3271,,
Russian Federation,2003,"General economic, commercial and labour affairs",0,,
Russian Federation,2003,Other industries,0,,
Russian Federation,2003,RandD Economic affairs,0,,
Russian Federation,2003,Economic affairs n.e.c.,0,,
Russian Federation,2004,Total function,200825,,
Russian Federation,2004,"Agriculture, forestry, fishing and hunting",2744,,
Russian Federation,2004,"Mining, manufacturing and construction",13433,,
Russian Federation,2004,Transport,8570,,
Russian Federation,2004,Communication,278,,
Russian Federation,2004,Fuel and energy,901,,
Russian Federation,2004,Environment protection,663,,
Russian Federation,2004,Housing and community amenities,10125,,
Russian Federation,2004,Health,10007,,
Russian Federation,2004,Education,20413,,
Russian Federation,2004,Social protection,57819,,
Russian Federation,2004,General public services,38836,,
Russian Federation,2004,Defence,15511,,
Russian Federation,2004,Public order and safety,15689,,
Russian Federation,2004,"Recreation, culture and religion",5710,,
Russian Federation,2004,"General economic, commercial and labour affairs",0,,
Russian Federation,2004,Other industries,0,,
Russian Federation,2004,RandD Economic affairs,0,,
Russian Federation,2004,Economic affairs n.e.c.,0,,
Russian Federation,2005,Total function,242670,,
Russian Federation,2005,"Agriculture, forestry, fishing and hunting",3196,,
Russian Federation,2005,"Mining, manufacturing and construction",487,,
Russian Federation,2005,Transport,8868,,
Russian Federation,2005,Communication,487,,
Russian Federation,2005,Fuel and energy,370,,
Russian Federation,2005,Environment protection,770,,
Russian Federation,2005,Housing and community amenities,16706,,
Russian Federation,2005,Health,29956,,
Russian Federation,2005,Education,27231,,
Russian Federation,2005,Social protection,66815,,
Russian Federation,2005,General public services,26710,,
Russian Federation,2005,Defence,20568,,
Russian Federation,2005,Public order and safety,22376,,
Russian Federation,2005,"Recreation, culture and religion",6421,,
Russian Federation,2006,Total function,313707,,
Russian Federation,2006,"Agriculture, forestry, fishing and hunting",4630,,
Russian Federation,2006,"Mining, manufacturing and construction",0,,
Russian Federation,2006,Transport,15156,,
Russian Federation,2006,Communication,750,,
Russian Federation,2006,Fuel and energy,666,,
Russian Federation,2006,Environment protection,857,,
Russian Federation,2006,Housing and community amenities,23228,,
Russian Federation,2006,Health,39892,,
Russian Federation,2006,Education,38116,,
Russian Federation,2006,Social protection,81560,,
Russian Federation,2006,General public services,45887,,
Russian Federation,2006,Defence,25130,,
Russian Federation,2006,Public order and safety,26262,,
Russian Federation,2006,"Recreation, culture and religion",6936,,
Russian Federation,2006,"General economic, commercial and labour affairs",0,,
Russian Federation,2006,Other industries,0,,
Russian Federation,2006,RandD Economic affairs,0,,
Russian Federation,2006,Economic affairs n.e.c.,0,,
Russian Federation,2007,Total function,524987,,
Russian Federation,2008,Total function,718436,,
Russian Federation,2008,"Agriculture, forestry, fishing and hunting",11307,,
Russian Federation,2008,"Mining, manufacturing and construction",0,,
Russian Federation,2008,Transport,6945,,
Russian Federation,2008,Communication,1746,,
Russian Federation,2008,Fuel and energy,1316,,
Russian Federation,2008,Environment protection,1022,,
Russian Federation,2008,Housing and community amenities,33139,,
Russian Federation,2008,Health,68978,,
Russian Federation,2008,Education,66914,,
Russian Federation,2008,Social protection,150920,,
Russian Federation,2008,General public services,224409,,
Russian Federation,2008,Defence,36704,,
Russian Federation,2008,Public order and safety,40116,,
Russian Federation,2008,"Recreation, culture and religion",11451,,
Russian Federation,2009,Total function,584114,,
Russian Federation,2009,"Agriculture, forestry, fishing and hunting",9634,,
Russian Federation,2009,"Mining, manufacturing and construction",0,,
Russian Federation,2009,Transport,7539,,
Russian Federation,2009,Communication,1415,,
Russian Federation,2009,Fuel and energy,1802,,
Russian Federation,2009,Environment protection,848,,
Russian Federation,2009,Housing and community amenities,23774,,
Russian Federation,2009,Health,61861,,
Russian Federation,2009,Education,58566,,
Russian Federation,2009,Social protection,145175,,
Russian Federation,2009,General public services,143451,,
Russian Federation,2009,Defence,45031,,
Russian Federation,2009,Public order and safety,37173,,
Russian Federation,2009,"Recreation, culture and religion",10321,,
Russian Federation,2010,Total function,643347,,
Russian Federation,2010,"Agriculture, forestry, fishing and hunting",9421,,
Russian Federation,2010,"Mining, manufacturing and construction",0,,
Russian Federation,2010,Transport,10518,,
Russian Federation,2010,Communication,1916,,
Russian Federation,2010,Fuel and energy,1327,,
Russian Federation,2010,Environment protection,869,,
Russian Federation,2010,Housing and community amenities,22708,,
Russian Federation,2010,Health,68454,,
Russian Federation,2010,Education,62866,,
Russian Federation,2010,Social protection,203047,,
Russian Federation,2010,General public services,119797,,
Russian Federation,2010,Defence,53171,,
Russian Federation,2010,Public order and safety,41639,,
Russian Federation,2010,"Recreation, culture and religion",11097,,
Russian Federation,2011,Total function,800464,,
Russian Federation,2011,"Agriculture, forestry, fishing and hunting",10530,,
Russian Federation,2011,"Mining, manufacturing and construction",0,,
Russian Federation,2011,Transport,16296,,
Russian Federation,2011,Communication,2243,,
Russian Federation,2011,Fuel and energy,1419,,
Russian Federation,2011,Environment protection,1058,,
Russian Federation,2011,Housing and community amenities,31791,,
Russian Federation,2011,Health,75280,,
Russian Federation,2011,Education,77094,,
Russian Federation,2011,Social protection,228089,,
Russian Federation,2011,General public services,183222,,
Russian Federation,2011,Defence,59948,,
Russian Federation,2011,Public order and safety,47263,,
Russian Federation,2011,"Recreation, culture and religion",17667,,
Russian Federation,2012,Total function,843092,,
Russian Federation,2012,"Agriculture, forestry, fishing and hunting",10331,,
Russian Federation,2012,"Mining, manufacturing and construction",0,,
Russian Federation,2012,Transport,10632,,
Russian Federation,2012,Communication,2121,,
Russian Federation,2012,Fuel and energy,3972,,
Russian Federation,2012,Environment protection,1206,,
Russian Federation,2012,Housing and community amenities,26122,,
Russian Federation,2012,Health,70639,,
Russian Federation,2012,Education,80130,,
Russian Federation,2012,Social protection,249868,,
Russian Federation,2012,General public services,200990,,
Russian Federation,2012,Defence,61583,,
Russian Federation,2012,Public order and safety,58055,,
Russian Federation,2012,"Recreation, culture and religion",18269,,
Russian Federation,2013,Total function,886926,,
Russian Federation,2013,"Agriculture, forestry, fishing and hunting",12401,,
Russian Federation,2013,"Mining, manufacturing and construction",0,,
Russian Federation,2013,Transport,16748,,
Russian Federation,2013,Communication,2648,,
Russian Federation,2013,Fuel and energy,1024,,
Russian Federation,2013,Environment protection,1461,,
Russian Federation,2013,Housing and community amenities,28517,,
Russian Federation,2013,Health,71800,,
Russian Federation,2013,Education,88711,,
Russian Federation,2013,Social protection,272220,,
Russian Federation,2013,General public services,200087,,
Russian Federation,2013,Defence,51961,,
Russian Federation,2013,Public order and safety,62631,,
Russian Federation,2013,"Recreation, culture and religion",25809,,
Russian Federation,2014,Total function,830424,,
Russian Federation,2014,"Agriculture, forestry, fishing and hunting",9344,,
Russian Federation,2014,"Mining, manufacturing and construction",1023,,
Russian Federation,2014,Transport,19154,,
Russian Federation,2014,Communication,2235,,
Russian Federation,2014,Fuel and energy,890,,
Russian Federation,2014,Environment protection,1671,,
Russian Federation,2014,Housing and community amenities,22664,,
Russian Federation,2014,Health,64740,,
Russian Federation,2014,Education,76112,,
Russian Federation,2014,Social protection,226740,,
Russian Federation,2014,General public services,209331,,
Russian Federation,2014,Defence,49925,,
Russian Federation,2014,Public order and safety,53409,,
Russian Federation,2014,"Recreation, culture and religion",18466,,
Russian Federation,2014,"General economic, commercial and labour affairs",2332,,
Russian Federation,2014,Other industries,26092,,
Russian Federation,2014,RandD Economic affairs,3543,,
Russian Federation,2014,Economic affairs n.e.c.,42753,,
Russian Federation,2015,Total function,539517,,
Russian Federation,2015,"Agriculture, forestry, fishing and hunting",5069,,
Russian Federation,2015,"Mining, manufacturing and construction",499,,
Russian Federation,2015,Transport,5891,,
Russian Federation,2015,Communication,1258,,
Russian Federation,2015,Fuel and energy,731,,
Russian Federation,2015,Environment protection,660,,
Russian Federation,2015,Housing and community amenities,10935,,
Russian Federation,2015,Health,37177,,
Russian Federation,2015,Education,11848,,
Russian Federation,2015,Social protection,169160,,
Russian Federation,2015,General public services,208275,,
Russian Federation,2015,Defence,28857,,
Russian Federation,2015,Public order and safety,31859,,
Russian Federation,2015,"Recreation, culture and religion",4983,,
Russian Federation,2015,"General economic, commercial and labour affairs",1063,,
Russian Federation,2015,Other industries,13909,,
Russian Federation,2015,Economic affairs n.e.c.,9132,,
Russian Federation,2016,Total function,482883,,
Russian Federation,2016,"Agriculture, forestry, fishing and hunting",6539,,
Russian Federation,2016,"Mining, manufacturing and construction",452,,
Russian Federation,2016,Transport,5828,,
Russian Federation,2016,Communication,1351,,
Russian Federation,2016,Fuel and energy,854,,
Russian Federation,2016,Environment protection,1335,,
Russian Federation,2016,Housing and community amenities,13370,,
Russian Federation,2016,Health,46275,,
Russian Federation,2016,Education,46329,,
Russian Federation,2016,Social protection,161356,,
Russian Federation,2016,General public services,100320,,
Russian Federation,2016,Defence,29574,,
Russian Federation,2016,Public order and safety,28900,,
Russian Federation,2016,"Recreation, culture and religion",11005,,
Russian Federation,2016,"General economic, commercial and labour affairs",1925,,
Russian Federation,2016,Other industries,12051,,
Russian Federation,2016,RandD Economic affairs,811,,
Russian Federation,2016,Economic affairs n.e.c.,14608,,
Russian Federation,2017,Total function,576686,,
Russian Federation,2017,"Agriculture, forestry, fishing and hunting",7656,,
Russian Federation,2017,"Mining, manufacturing and construction",498,,
Russian Federation,2017,Transport,7174,,
Russian Federation,2017,Communication,1675,,
Russian Federation,2017,Fuel and energy,617,,
Russian Federation,2017,Environment protection,2169,,
Russian Federation,2017,Housing and community amenities,16217,,
Russian Federation,2017,Health,47578,,
Russian Federation,2017,Education,54793,,
Russian Federation,2017,Social protection,207203,,
Russian Federation,2017,General public services,104806,,
Russian Federation,2017,Defence,32215,,
Russian Federation,2017,Public order and safety,36650,,
Russian Federation,2017,"Recreation, culture and religion",14795,,
Russian Federation,2017,"General economic, commercial and labour affairs",2196,,
Russian Federation,2017,Other industries,22742,,
Russian Federation,2017,RandD Economic affairs,1117,,
Russian Federation,2017,Economic affairs n.e.c.,16588,,
Russian Federation,2018,Total function,568793,,
Russian Federation,2018,"Agriculture, forestry, fishing and hunting",7608,,
Russian Federation,2018,"Mining, manufacturing and construction",464,,
Russian Federation,2018,Transport,7707,,
Russian Federation,2018,Communication,2219,,
Russian Federation,2018,Fuel and energy,648,,
Russian Federation,2018,Environment protection,2450,,
Russian Federation,2018,Housing and community amenities,17784,,
Russian Federation,2018,Health,52607,,
Russian Federation,2018,Education,57163,,
Russian Federation,2018,Social protection,191335,,
Russian Federation,2018,General public services,93781,,
Russian Federation,2018,Defence,29554,,
Russian Federation,2018,Public order and safety,36520,,
Russian Federation,2018,"Recreation, culture and religion",14841,,
Russian Federation,2018,"General economic, commercial and labour affairs",2623,,
Russian Federation,2018,Other industries,28458,,
Russian Federation,2018,RandD Economic affairs,3066,,
Russian Federation,2018,Economic affairs n.e.c.,19965,,
Russian Federation,2019,Total function,639876,,
Russian Federation,2019,"Agriculture, forestry, fishing and hunting",7587,,
Russian Federation,2019,"Mining, manufacturing and construction",441,,
Russian Federation,2019,Transport,9471,,
Russian Federation,2019,Communication,2295,,
Russian Federation,2019,Fuel and energy,915,,
Russian Federation,2019,Environment protection,3755,,
Russian Federation,2019,Housing and community amenities,20449,,
Russian Federation,2019,Health,56697,,
Russian Federation,2019,Education,59417,,
Russian Federation,2019,Social protection,201910,,
Russian Federation,2019,General public services,139735,,
Russian Federation,2019,Defence,31576,,
Russian Federation,2019,Public order and safety,36805,,
Russian Federation,2019,"Recreation, culture and religion",16540,,
Russian Federation,2019,"General economic, commercial and labour affairs",2376,,
Russian Federation,2019,Other industries,26002,,
Russian Federation,2019,RandD Economic affairs,1086,,
Russian Federation,2019,Economic affairs n.e.c.,22819,,
Russian Federation,2020,Total function,616989,,
Russian Federation,2020,"Agriculture, forestry, fishing and hunting",6029,,
Russian Federation,2020,"Mining, manufacturing and construction",430,,
Russian Federation,2020,Transport,32870,,
Russian Federation,2020,Communication,2891,,
Russian Federation,2020,Fuel and energy,709,,
Russian Federation,2020,Environment protection,3732,,
Russian Federation,2020,Housing and community amenities,19100,,
Russian Federation,2020,Health,32869,,
Russian Federation,2020,Education,55128,,
Russian Federation,2020,Social protection,210574,,
Russian Federation,2020,General public services,148023,,
Russian Federation,2020,Defence,29051,,
Russian Federation,2020,Public order and safety,34612,,
Russian Federation,2020,"Recreation, culture and religion",14417,,
Russian Federation,2020,"General economic, commercial and labour affairs",1805,,
Russian Federation,2020,Other industries,593,,
Russian Federation,2020,RandD Economic affairs,1000,,
Russian Federation,2020,Economic affairs n.e.c.,23154,,
Russian Federation,2021,Total function,647701,,
Samoa,2010,Total function,204,,
Samoa,2010,Environment protection,11,,
Samoa,2010,Housing and community amenities,4,,
Samoa,2010,Health,24,,
Samoa,2010,Education,40,,
Samoa,2010,Social protection,8,,
Samoa,2010,General public services,52,,
Samoa,2010,Defence,0,,
Samoa,2010,Public order and safety,11,,
Samoa,2010,"Recreation, culture and religion",2,,
Samoa,2011,Total function,258,,
Samoa,2011,Environment protection,14,,
Samoa,2011,Housing and community amenities,6,,
Samoa,2011,Health,31,,
Samoa,2011,Education,50,,
Samoa,2011,Social protection,10,,
Samoa,2011,General public services,65,,
Samoa,2011,Defence,0,,
Samoa,2011,Public order and safety,14,,
Samoa,2011,"Recreation, culture and religion",2,,
Samoa,2012,Total function,261,,
Samoa,2012,Environment protection,9,,
Samoa,2012,Housing and community amenities,7,,
Samoa,2012,Health,49,,
Samoa,2012,Education,39,,
Samoa,2012,Social protection,11,,
Samoa,2012,General public services,58,,
Samoa,2012,Defence,0,,
Samoa,2012,Public order and safety,15,,
Samoa,2012,"Recreation, culture and religion",2,,
Samoa,2013,Total function,242,,
Samoa,2013,Environment protection,8,,
Samoa,2013,Housing and community amenities,7,,
Samoa,2013,Health,49,,
Samoa,2013,Education,36,,
Samoa,2013,Social protection,11,,
Samoa,2013,General public services,58,,
Samoa,2013,Defence,0,,
Samoa,2013,Public order and safety,16,,
Samoa,2013,"Recreation, culture and religion",2,,
Samoa,2014,Total function,281,,
Samoa,2014,Environment protection,9,,
Samoa,2014,Housing and community amenities,12,,
Samoa,2014,Health,58,,
Samoa,2014,Education,41,,
Samoa,2014,Social protection,13,,
Samoa,2014,General public services,63,,
Samoa,2014,Defence,0,,
Samoa,2014,Public order and safety,16,,
Samoa,2014,"Recreation, culture and religion",2,,
Samoa,2015,Total function,238,,
Samoa,2015,Environment protection,8,,
Samoa,2015,Housing and community amenities,11,,
Samoa,2015,Health,40,,
Samoa,2015,Education,33,,
Samoa,2015,Social protection,15,,
Samoa,2015,General public services,60,,
Samoa,2015,Defence,0,,
Samoa,2015,Public order and safety,16,,
Samoa,2015,"Recreation, culture and religion",2,,
Samoa,2016,Total function,235,,
Samoa,2016,Environment protection,7,,
Samoa,2016,Housing and community amenities,8,,
Samoa,2016,Health,34,,
Samoa,2016,Education,34,,
Samoa,2016,Social protection,13,,
Samoa,2016,General public services,54,,
Samoa,2016,Defence,0,,
Samoa,2016,Public order and safety,16,,
Samoa,2016,"Recreation, culture and religion",2,,
Samoa,2017,Total function,251,,
Samoa,2017,Environment protection,8,,
Samoa,2017,Housing and community amenities,8,,
Samoa,2017,Health,32,,
Samoa,2017,Education,34,,
Samoa,2017,Social protection,10,,
Samoa,2017,General public services,48,,
Samoa,2017,Defence,0,,
Samoa,2017,Public order and safety,17,,
Samoa,2017,"Recreation, culture and religion",2,,
Samoa,2018,Total function,251,,
Samoa,2018,Environment protection,13,,
Samoa,2018,Housing and community amenities,7,,
Samoa,2018,Health,31,,
Samoa,2018,Education,37,,
Samoa,2018,Social protection,10,,
Samoa,2018,General public services,62,,
Samoa,2018,Defence,0,,
Samoa,2018,Public order and safety,18,,
Samoa,2018,"Recreation, culture and religion",2,,
Samoa,2019,Total function,248,,
Samoa,2019,Environment protection,12,,
Samoa,2019,Housing and community amenities,7,,
Samoa,2019,Health,42,,
Samoa,2019,Education,38,,
Samoa,2019,Social protection,10,,
Samoa,2019,General public services,61,,
Samoa,2019,Defence,0,,
Samoa,2019,Public order and safety,20,,
Samoa,2019,"Recreation, culture and religion",2,,
Samoa,2020,Total function,257,,
Samoa,2020,Environment protection,11,,
Samoa,2020,Housing and community amenities,7,,
Samoa,2020,Health,43,,
Samoa,2020,Education,40,,
Samoa,2020,Social protection,10,,
Samoa,2020,General public services,257,,
Samoa,2020,Defence,0,,
Samoa,2020,Public order and safety,21,,
Samoa,2020,"Recreation, culture and religion",2,,
Samoa,2021,Total function,295,,
Samoa,2021,Environment protection,13,,
Samoa,2021,Housing and community amenities,9,,
Samoa,2021,Health,50,,
Samoa,2021,Education,50,,
Samoa,2021,Social protection,15,,
Samoa,2021,General public services,295,,
Samoa,2021,Defence,0,,
Samoa,2021,Public order and safety,23,,
Samoa,2021,"Recreation, culture and religion",2,,
San Marino,2002,Total function,404,,
San Marino,2002,"Agriculture, forestry, fishing and hunting",4,,
San Marino,2002,"Mining, manufacturing and construction",1,,
San Marino,2002,Communication,4,,
San Marino,2002,Fuel and energy,18,,
San Marino,2002,Environment protection,13,,
San Marino,2002,Housing and community amenities,9,,
San Marino,2002,Health,73,,
San Marino,2002,Education,38,,
San Marino,2002,Social protection,132,,
San Marino,2002,General public services,59,,
San Marino,2002,Defence,0,,
San Marino,2002,Public order and safety,12,,
San Marino,2002,"Recreation, culture and religion",9,,
San Marino,2003,Total function,473,,
San Marino,2003,"Agriculture, forestry, fishing and hunting",9,,
San Marino,2003,"Mining, manufacturing and construction",3,,
San Marino,2003,Transport,19,,
San Marino,2003,Communication,5,,
San Marino,2003,Fuel and energy,28,,
San Marino,2003,Environment protection,12,,
San Marino,2003,Housing and community amenities,25,,
San Marino,2003,Health,71,,
San Marino,2003,Education,46,,
San Marino,2003,Social protection,157,,
San Marino,2003,General public services,72,,
San Marino,2003,Defence,0,,
San Marino,2003,Public order and safety,14,,
San Marino,2003,"Recreation, culture and religion",15,,
San Marino,2004,Total function,588,,
San Marino,2004,"Agriculture, forestry, fishing and hunting",11,,
San Marino,2004,"Mining, manufacturing and construction",3,,
San Marino,2004,Transport,24,,
San Marino,2004,Communication,7,,
San Marino,2004,Fuel and energy,30,,
San Marino,2004,Environment protection,20,,
San Marino,2004,Housing and community amenities,32,,
San Marino,2004,Health,87,,
San Marino,2004,Education,48,,
San Marino,2004,Social protection,218,,
San Marino,2004,General public services,36,,
San Marino,2004,Defence,0,,
San Marino,2004,Public order and safety,16,,
San Marino,2004,"Recreation, culture and religion",18,,
San Marino,2005,Total function,554,,
San Marino,2006,Total function,581,,
San Marino,2007,Total function,692,,
San Marino,2019,Total function,714,,
San Marino,2019,"Agriculture, forestry, fishing and hunting",5,,
San Marino,2019,"Mining, manufacturing and construction",0,,
San Marino,2019,Transport,23,,
San Marino,2019,Communication,3,,
San Marino,2019,Fuel and energy,43,,
San Marino,2019,Environment protection,11,,
San Marino,2019,Housing and community amenities,9,,
San Marino,2019,Health,102,,
San Marino,2019,Education,64,,
San Marino,2019,Social protection,294,,
San Marino,2019,General public services,69,,
San Marino,2019,Defence,0,,
San Marino,2019,Public order and safety,17,,
San Marino,2019,"Recreation, culture and religion",16,,
San Marino,2019,"General economic, commercial and labour affairs",55,,
San Marino,2019,Other industries,5,,
San Marino,2019,RandD Economic affairs,0,,
San Marino,2019,Economic affairs n.e.c.,0,,
San Marino,2020,Total function,724,,
San Marino,2020,"Agriculture, forestry, fishing and hunting",5,,
San Marino,2020,"Mining, manufacturing and construction",0,,
San Marino,2020,Transport,22,,
San Marino,2020,Communication,3,,
San Marino,2020,Fuel and energy,41,,
San Marino,2020,Environment protection,11,,
San Marino,2020,Housing and community amenities,9,,
San Marino,2020,Health,108,,
San Marino,2020,Education,48,,
San Marino,2020,Social protection,304,,
San Marino,2020,General public services,85,,
San Marino,2020,Defence,0,,
San Marino,2020,Public order and safety,17,,
San Marino,2020,"Recreation, culture and religion",16,,
San Marino,2020,"General economic, commercial and labour affairs",51,,
San Marino,2020,Other industries,5,,
San Marino,2020,RandD Economic affairs,0,,
San Marino,2020,Economic affairs n.e.c.,0,,
San Marino,2021,Total function,811,,
San Marino,2021,"Agriculture, forestry, fishing and hunting",5,,
San Marino,2021,"Mining, manufacturing and construction",0,,
San Marino,2021,Transport,22,,
San Marino,2021,Communication,3,,
San Marino,2021,Fuel and energy,65,,
San Marino,2021,Environment protection,12,,
San Marino,2021,Housing and community amenities,10,,
San Marino,2021,Health,107,,
San Marino,2021,Education,64,,
San Marino,2021,Social protection,356,,
San Marino,2021,General public services,107,,
San Marino,2021,Defence,0,,
San Marino,2021,Public order and safety,17,,
San Marino,2021,"Recreation, culture and religion",14,,
San Marino,2021,"General economic, commercial and labour affairs",25,,
San Marino,2021,Other industries,5,,
San Marino,2021,RandD Economic affairs,0,,
San Marino,2021,Economic affairs n.e.c.,0,,
Serbia,2000,Total function,,,Not applicable
Serbia,2000,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia,2000,"Mining, manufacturing and construction",,,Not applicable
Serbia,2000,Transport,,,Not applicable
Serbia,2000,Communication,,,Not applicable
Serbia,2000,Fuel and energy,,,Not applicable
Serbia,2000,Environment protection,,,Not applicable
Serbia,2000,Housing and community amenities,,,Not applicable
Serbia,2000,Health,,,Not applicable
Serbia,2000,Education,,,Not applicable
Serbia,2000,Social protection,,,Not applicable
Serbia,2000,General public services,,,Not applicable
Serbia,2000,Defence,,,Not applicable
Serbia,2000,Public order and safety,,,Not applicable
Serbia,2000,"Recreation, culture and religion",,,Not applicable
Serbia,2000,"General economic, commercial and labour affairs",,,Not applicable
Serbia,2000,Other industries,,,Not applicable
Serbia,2000,RandD Economic affairs,,,Not applicable
Serbia,2000,Economic affairs n.e.c.,,,Not applicable
Serbia,2000,Others,,,Not applicable
Serbia,2001,Total function,,,Not applicable
Serbia,2001,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia,2001,"Mining, manufacturing and construction",,,Not applicable
Serbia,2001,Transport,,,Not applicable
Serbia,2001,Communication,,,Not applicable
Serbia,2001,Fuel and energy,,,Not applicable
Serbia,2001,Environment protection,,,Not applicable
Serbia,2001,Housing and community amenities,,,Not applicable
Serbia,2001,Health,,,Not applicable
Serbia,2001,Education,,,Not applicable
Serbia,2001,Social protection,,,Not applicable
Serbia,2001,General public services,,,Not applicable
Serbia,2001,Defence,,,Not applicable
Serbia,2001,Public order and safety,,,Not applicable
Serbia,2001,"Recreation, culture and religion",,,Not applicable
Serbia,2001,"General economic, commercial and labour affairs",,,Not applicable
Serbia,2001,Other industries,,,Not applicable
Serbia,2001,RandD Economic affairs,,,Not applicable
Serbia,2001,Economic affairs n.e.c.,,,Not applicable
Serbia,2001,Others,,,Not applicable
Serbia,2002,Total function,,,Not applicable
Serbia,2002,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia,2002,"Mining, manufacturing and construction",,,Not applicable
Serbia,2002,Transport,,,Not applicable
Serbia,2002,Communication,,,Not applicable
Serbia,2002,Fuel and energy,,,Not applicable
Serbia,2002,Environment protection,,,Not applicable
Serbia,2002,Housing and community amenities,,,Not applicable
Serbia,2002,Health,,,Not applicable
Serbia,2002,Education,,,Not applicable
Serbia,2002,Social protection,,,Not applicable
Serbia,2002,General public services,,,Not applicable
Serbia,2002,Defence,,,Not applicable
Serbia,2002,Public order and safety,,,Not applicable
Serbia,2002,"Recreation, culture and religion",,,Not applicable
Serbia,2002,"General economic, commercial and labour affairs",,,Not applicable
Serbia,2002,Other industries,,,Not applicable
Serbia,2002,RandD Economic affairs,,,Not applicable
Serbia,2002,Economic affairs n.e.c.,,,Not applicable
Serbia,2002,Others,,,Not applicable
Serbia,2003,Total function,,,Not applicable
Serbia,2003,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia,2003,"Mining, manufacturing and construction",,,Not applicable
Serbia,2003,Transport,,,Not applicable
Serbia,2003,Communication,,,Not applicable
Serbia,2003,Fuel and energy,,,Not applicable
Serbia,2003,Environment protection,,,Not applicable
Serbia,2003,Housing and community amenities,,,Not applicable
Serbia,2003,Health,,,Not applicable
Serbia,2003,Education,,,Not applicable
Serbia,2003,Social protection,,,Not applicable
Serbia,2003,General public services,,,Not applicable
Serbia,2003,Defence,,,Not applicable
Serbia,2003,Public order and safety,,,Not applicable
Serbia,2003,"Recreation, culture and religion",,,Not applicable
Serbia,2003,"General economic, commercial and labour affairs",,,Not applicable
Serbia,2003,Other industries,,,Not applicable
Serbia,2003,RandD Economic affairs,,,Not applicable
Serbia,2003,Economic affairs n.e.c.,,,Not applicable
Serbia,2003,Others,,,Not applicable
Serbia,2004,Total function,,,Not applicable
Serbia,2004,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia,2004,"Mining, manufacturing and construction",,,Not applicable
Serbia,2004,Transport,,,Not applicable
Serbia,2004,Communication,,,Not applicable
Serbia,2004,Fuel and energy,,,Not applicable
Serbia,2004,Environment protection,,,Not applicable
Serbia,2004,Housing and community amenities,,,Not applicable
Serbia,2004,Health,,,Not applicable
Serbia,2004,Education,,,Not applicable
Serbia,2004,Social protection,,,Not applicable
Serbia,2004,General public services,,,Not applicable
Serbia,2004,Defence,,,Not applicable
Serbia,2004,Public order and safety,,,Not applicable
Serbia,2004,"Recreation, culture and religion",,,Not applicable
Serbia,2004,"General economic, commercial and labour affairs",,,Not applicable
Serbia,2004,Other industries,,,Not applicable
Serbia,2004,RandD Economic affairs,,,Not applicable
Serbia,2004,Economic affairs n.e.c.,,,Not applicable
Serbia,2004,Others,,,Not applicable
Serbia,2005,Total function,,,Not applicable
Serbia,2005,"Agriculture, forestry, fishing and hunting",,,Not applicable
Serbia,2005,"Mining, manufacturing and construction",,,Not applicable
Serbia,2005,Transport,,,Not applicable
Serbia,2005,Communication,,,Not applicable
Serbia,2005,Fuel and energy,,,Not applicable
Serbia,2005,Environment protection,,,Not applicable
Serbia,2005,Housing and community amenities,,,Not applicable
Serbia,2005,Health,,,Not applicable
Serbia,2005,Education,,,Not applicable
Serbia,2005,Social protection,,,Not applicable
Serbia,2005,General public services,,,Not applicable
Serbia,2005,Defence,,,Not applicable
Serbia,2005,Public order and safety,,,Not applicable
Serbia,2005,"Recreation, culture and religion",,,Not applicable
Serbia,2005,"General economic, commercial and labour affairs",,,Not applicable
Serbia,2005,Other industries,,,Not applicable
Serbia,2005,RandD Economic affairs,,,Not applicable
Serbia,2005,Economic affairs n.e.c.,,,Not applicable
