Country Name,Year,Government Expenditure,US_dollars_at_current_prices_in_millions_Value,Unnamed: 4,Unnamed: 5,Country Code
Sweden,2017,"General economic, commercial and labour affairs",5853.0,,,SWE
Sweden,2017,Other industries,224.0,,,SWE
Sweden,2017,RandD Economic affairs,456.0,,,SWE
Sweden,2017,Economic affairs n.e.c.,29.0,,,SWE
Sweden,2018,Total function,276901.0,,,SWE
Sweden,2018,"Agriculture, forestry, fishing and hunting",835.0,,,SWE
Sweden,2018,"Mining, manufacturing and construction",495.0,,,SWE
Sweden,2018,Transport,15034.0,,,SWE
Sweden,2018,Communication,127.0,,,SWE
Sweden,2018,Fuel and energy,720.0,,,SWE
Sweden,2018,Environment protection,2783.0,,,SWE
Sweden,2018,Housing and community amenities,3989.0,,,SWE
Sweden,2018,Health,38890.0,,,SWE
Sweden,2018,Education,38267.0,,,SWE
Sweden,2018,Social protection,108628.0,,,SWE
Sweden,2018,General public services,39156.0,,,SWE
Sweden,2018,Defence,6789.0,,,SWE
Sweden,2018,Public order and safety,7194.0,,,SWE
Sweden,2018,"Recreation, culture and religion",6994.0,,,SWE
Sweden,2018,"General economic, commercial and labour affairs",6257.0,,,SWE
Sweden,2018,Other industries,253.0,,,SWE
Sweden,2018,RandD Economic affairs,460.0,,,SWE
Sweden,2018,Economic affairs n.e.c.,30.0,,,SWE
Sweden,2019,Total function,262327.0,,,SWE
Sweden,2019,"Agriculture, forestry, fishing and hunting",764.0,,,SWE
Sweden,2019,"Mining, manufacturing and construction",537.0,,,SWE
Sweden,2019,Transport,14956.0,,,SWE
Sweden,2019,Communication,117.0,,,SWE
Sweden,2019,Fuel and energy,536.0,,,SWE
Sweden,2019,Environment protection,2630.0,,,SWE
Sweden,2019,Housing and community amenities,3634.0,,,SWE
Sweden,2019,Health,37175.0,,,SWE
Sweden,2019,Education,36918.0,,,SWE
Sweden,2019,Social protection,101199.0,,,SWE
Sweden,2019,General public services,36756.0,,,SWE
Sweden,2019,Defence,6567.0,,,SWE
Sweden,2019,Public order and safety,6953.0,,,SWE
Sweden,2019,"Recreation, culture and religion",6882.0,,,SWE
Sweden,2019,"General economic, commercial and labour affairs",6061.0,,,SWE
Sweden,2019,Other industries,196.0,,,SWE
Sweden,2019,RandD Economic affairs,417.0,,,SWE
Sweden,2019,Economic affairs n.e.c.,28.0,,,SWE
Sweden,2020,Total function,284851.0,,,SWE
Sweden,2020,"Agriculture, forestry, fishing and hunting",650.0,,,SWE
Sweden,2020,"Mining, manufacturing and construction",568.0,,,SWE
Sweden,2020,Transport,16293.0,,,SWE
Sweden,2020,Communication,130.0,,,SWE
Sweden,2020,Fuel and energy,416.0,,,SWE
Sweden,2020,Environment protection,2920.0,,,SWE
Sweden,2020,Housing and community amenities,3803.0,,,SWE
Sweden,2020,Health,40039.0,,,SWE
Sweden,2020,Education,38283.0,,,SWE
Sweden,2020,Social protection,107458.0,,,SWE
Sweden,2020,General public services,38547.0,,,SWE
Sweden,2020,Defence,7390.0,,,SWE
Sweden,2020,Public order and safety,7559.0,,,SWE
Sweden,2020,"Recreation, culture and religion",7691.0,,,SWE
Sweden,2020,"General economic, commercial and labour affairs",12420.0,,,SWE
Sweden,2020,Other industries,208.0,,,SWE
Sweden,2020,RandD Economic affairs,427.0,,,SWE
Sweden,2020,Economic affairs n.e.c.,50.0,,,SWE
Sweden,2021,Total function,314767.0,,,SWE
Sweden,2021,"Agriculture, forestry, fishing and hunting",859.0,,,SWE
Sweden,2021,"Mining, manufacturing and construction",528.0,,,SWE
Sweden,2021,Transport,17593.0,,,SWE
Sweden,2021,Communication,301.0,,,SWE
Sweden,2021,Fuel and energy,340.0,,,SWE
Sweden,2021,Environment protection,3569.0,,,SWE
Sweden,2021,Housing and community amenities,4229.0,,,SWE
Sweden,2021,Health,47676.0,,,SWE
Sweden,2021,Education,42462.0,,,SWE
Sweden,2021,Social protection,118175.0,,,SWE
Sweden,2021,General public services,42331.0,,,SWE
Sweden,2021,Defence,8335.0,,,SWE
Sweden,2021,Public order and safety,8520.0,,,SWE
Sweden,2021,"Recreation, culture and religion",8782.0,,,SWE
Sweden,2021,"General economic, commercial and labour affairs",10260.0,,,SWE
Sweden,2021,Other industries,273.0,,,SWE
Sweden,2021,RandD Economic affairs,498.0,,,SWE
Sweden,2021,Economic affairs n.e.c.,37.0,,,SWE
"Switzerland, Liechtenstein",2000,Total function,92973.0,,,
"Switzerland, Liechtenstein",2000,"Agriculture, forestry, fishing and hunting",2929.0,,,
"Switzerland, Liechtenstein",2000,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2000,Transport,6978.0,,,
"Switzerland, Liechtenstein",2000,Communication,44.0,,,
"Switzerland, Liechtenstein",2000,Fuel and energy,184.0,,,
"Switzerland, Liechtenstein",2000,Environment protection,2014.0,,,
"Switzerland, Liechtenstein",2000,Housing and community amenities,477.0,,,
"Switzerland, Liechtenstein",2000,Health,4055.0,,,
"Switzerland, Liechtenstein",2000,Education,13995.0,,,
"Switzerland, Liechtenstein",2000,Social protection,37873.0,,,
"Switzerland, Liechtenstein",2000,General public services,13768.0,,,
"Switzerland, Liechtenstein",2000,Defence,3192.0,,,
"Switzerland, Liechtenstein",2000,Public order and safety,3958.0,,,
"Switzerland, Liechtenstein",2000,"Recreation, culture and religion",2838.0,,,
"Switzerland, Liechtenstein",2000,"General economic, commercial and labour affairs",143.0,,,
"Switzerland, Liechtenstein",2000,Other industries,323.0,,,
"Switzerland, Liechtenstein",2000,RandD Economic affairs,189.0,,,
"Switzerland, Liechtenstein",2000,Economic affairs n.e.c.,13.0,,,
"Switzerland, Liechtenstein",2001,Total function,93432.0,,,
"Switzerland, Liechtenstein",2001,"Agriculture, forestry, fishing and hunting",2947.0,,,
"Switzerland, Liechtenstein",2001,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2001,Transport,7121.0,,,
"Switzerland, Liechtenstein",2001,Communication,45.0,,,
"Switzerland, Liechtenstein",2001,Fuel and energy,325.0,,,
"Switzerland, Liechtenstein",2001,Environment protection,2063.0,,,
"Switzerland, Liechtenstein",2001,Housing and community amenities,500.0,,,
"Switzerland, Liechtenstein",2001,Health,4675.0,,,
"Switzerland, Liechtenstein",2001,Education,14772.0,,,
"Switzerland, Liechtenstein",2001,Social protection,35608.0,,,
"Switzerland, Liechtenstein",2001,General public services,14257.0,,,
"Switzerland, Liechtenstein",2001,Defence,3096.0,,,
"Switzerland, Liechtenstein",2001,Public order and safety,4163.0,,,
"Switzerland, Liechtenstein",2001,"Recreation, culture and religion",2941.0,,,
"Switzerland, Liechtenstein",2001,"General economic, commercial and labour affairs",350.0,,,
"Switzerland, Liechtenstein",2001,Other industries,364.0,,,
"Switzerland, Liechtenstein",2001,RandD Economic affairs,196.0,,,
"Switzerland, Liechtenstein",2001,Economic affairs n.e.c.,12.0,,,
"Switzerland, Liechtenstein",2002,Total function,108423.0,,,
"Switzerland, Liechtenstein",2002,"Agriculture, forestry, fishing and hunting",3206.0,,,
"Switzerland, Liechtenstein",2002,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2002,Transport,7872.0,,,
"Switzerland, Liechtenstein",2002,Communication,50.0,,,
"Switzerland, Liechtenstein",2002,Fuel and energy,207.0,,,
"Switzerland, Liechtenstein",2002,Environment protection,2327.0,,,
"Switzerland, Liechtenstein",2002,Housing and community amenities,560.0,,,
"Switzerland, Liechtenstein",2002,Health,5471.0,,,
"Switzerland, Liechtenstein",2002,Education,16748.0,,,
"Switzerland, Liechtenstein",2002,Social protection,44229.0,,,
"Switzerland, Liechtenstein",2002,General public services,15536.0,,,
"Switzerland, Liechtenstein",2002,Defence,3331.0,,,
"Switzerland, Liechtenstein",2002,Public order and safety,4730.0,,,
"Switzerland, Liechtenstein",2002,"Recreation, culture and religion",3283.0,,,
"Switzerland, Liechtenstein",2002,"General economic, commercial and labour affairs",343.0,,,
"Switzerland, Liechtenstein",2002,Other industries,330.0,,,
"Switzerland, Liechtenstein",2002,RandD Economic affairs,191.0,,,
"Switzerland, Liechtenstein",2002,Economic affairs n.e.c.,10.0,,,
"Switzerland, Liechtenstein",2003,Total function,123859.0,,,
"Switzerland, Liechtenstein",2003,"Agriculture, forestry, fishing and hunting",3628.0,,,
"Switzerland, Liechtenstein",2003,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2003,Transport,9391.0,,,
"Switzerland, Liechtenstein",2003,Communication,65.0,,,
"Switzerland, Liechtenstein",2003,Fuel and energy,244.0,,,
"Switzerland, Liechtenstein",2003,Environment protection,2662.0,,,
"Switzerland, Liechtenstein",2003,Housing and community amenities,601.0,,,
"Switzerland, Liechtenstein",2003,Health,6668.0,,,
"Switzerland, Liechtenstein",2003,Education,19968.0,,,
"Switzerland, Liechtenstein",2003,Social protection,48240.0,,,
"Switzerland, Liechtenstein",2003,General public services,17869.0,,,
"Switzerland, Liechtenstein",2003,Defence,3791.0,,,
"Switzerland, Liechtenstein",2003,Public order and safety,5760.0,,,
"Switzerland, Liechtenstein",2003,"Recreation, culture and religion",3972.0,,,
"Switzerland, Liechtenstein",2003,"General economic, commercial and labour affairs",373.0,,,
"Switzerland, Liechtenstein",2003,Other industries,392.0,,,
"Switzerland, Liechtenstein",2003,RandD Economic affairs,224.0,,,
"Switzerland, Liechtenstein",2003,Economic affairs n.e.c.,12.0,,,
"Switzerland, Liechtenstein",2004,Total function,137044.0,,,
"Switzerland, Liechtenstein",2004,"Agriculture, forestry, fishing and hunting",3850.0,,,
"Switzerland, Liechtenstein",2004,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2004,Transport,10287.0,,,
"Switzerland, Liechtenstein",2004,Communication,61.0,,,
"Switzerland, Liechtenstein",2004,Fuel and energy,322.0,,,
"Switzerland, Liechtenstein",2004,Environment protection,2869.0,,,
"Switzerland, Liechtenstein",2004,Housing and community amenities,691.0,,,
"Switzerland, Liechtenstein",2004,Health,7226.0,,,
"Switzerland, Liechtenstein",2004,Education,21616.0,,,
"Switzerland, Liechtenstein",2004,Social protection,55052.0,,,
"Switzerland, Liechtenstein",2004,General public services,19291.0,,,
"Switzerland, Liechtenstein",2004,Defence,4068.0,,,
"Switzerland, Liechtenstein",2004,Public order and safety,6295.0,,,
"Switzerland, Liechtenstein",2004,"Recreation, culture and religion",4333.0,,,
"Switzerland, Liechtenstein",2004,"General economic, commercial and labour affairs",366.0,,,
"Switzerland, Liechtenstein",2004,Other industries,425.0,,,
"Switzerland, Liechtenstein",2004,RandD Economic affairs,275.0,,,
"Switzerland, Liechtenstein",2004,Economic affairs n.e.c.,15.0,,,
"Switzerland, Liechtenstein",2005,Total function,139083.0,,,
"Switzerland, Liechtenstein",2005,"Agriculture, forestry, fishing and hunting",3777.0,,,
"Switzerland, Liechtenstein",2005,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2005,Transport,11093.0,,,
"Switzerland, Liechtenstein",2005,Communication,59.0,,,
"Switzerland, Liechtenstein",2005,Fuel and energy,250.0,,,
"Switzerland, Liechtenstein",2005,Environment protection,2912.0,,,
"Switzerland, Liechtenstein",2005,Housing and community amenities,625.0,,,
"Switzerland, Liechtenstein",2005,Health,7463.0,,,
"Switzerland, Liechtenstein",2005,Education,22003.0,,,
"Switzerland, Liechtenstein",2005,Social protection,55089.0,,,
"Switzerland, Liechtenstein",2005,General public services,19943.0,,,
"Switzerland, Liechtenstein",2005,Defence,3996.0,,,
"Switzerland, Liechtenstein",2005,Public order and safety,6403.0,,,
"Switzerland, Liechtenstein",2005,"Recreation, culture and religion",4334.0,,,
"Switzerland, Liechtenstein",2005,"General economic, commercial and labour affairs",417.0,,,
"Switzerland, Liechtenstein",2005,Other industries,454.0,,,
"Switzerland, Liechtenstein",2005,RandD Economic affairs,249.0,,,
"Switzerland, Liechtenstein",2005,Economic affairs n.e.c.,14.0,,,
"Switzerland, Liechtenstein",2006,Total function,138626.0,,,
"Switzerland, Liechtenstein",2006,"Agriculture, forestry, fishing and hunting",3734.0,,,
"Switzerland, Liechtenstein",2006,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2006,Transport,10895.0,,,
"Switzerland, Liechtenstein",2006,Communication,59.0,,,
"Switzerland, Liechtenstein",2006,Fuel and energy,249.0,,,
"Switzerland, Liechtenstein",2006,Environment protection,2932.0,,,
"Switzerland, Liechtenstein",2006,Housing and community amenities,629.0,,,
"Switzerland, Liechtenstein",2006,Health,7379.0,,,
"Switzerland, Liechtenstein",2006,Education,22338.0,,,
"Switzerland, Liechtenstein",2006,Social protection,54453.0,,,
"Switzerland, Liechtenstein",2006,General public services,20130.0,,,
"Switzerland, Liechtenstein",2006,Defence,3852.0,,,
"Switzerland, Liechtenstein",2006,Public order and safety,6478.0,,,
"Switzerland, Liechtenstein",2006,"Recreation, culture and religion",4387.0,,,
"Switzerland, Liechtenstein",2006,"General economic, commercial and labour affairs",371.0,,,
"Switzerland, Liechtenstein",2006,Other industries,460.0,,,
"Switzerland, Liechtenstein",2006,RandD Economic affairs,267.0,,,
"Switzerland, Liechtenstein",2006,Economic affairs n.e.c.,15.0,,,
"Switzerland, Liechtenstein",2007,Total function,148520.0,,,
"Switzerland, Liechtenstein",2007,"Agriculture, forestry, fishing and hunting",3919.0,,,
"Switzerland, Liechtenstein",2007,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2007,Transport,11904.0,,,
"Switzerland, Liechtenstein",2007,Communication,32.0,,,
"Switzerland, Liechtenstein",2007,Fuel and energy,257.0,,,
"Switzerland, Liechtenstein",2007,Environment protection,3026.0,,,
"Switzerland, Liechtenstein",2007,Housing and community amenities,639.0,,,
"Switzerland, Liechtenstein",2007,Health,8067.0,,,
"Switzerland, Liechtenstein",2007,Education,23637.0,,,
"Switzerland, Liechtenstein",2007,Social protection,58439.0,,,
"Switzerland, Liechtenstein",2007,General public services,21360.0,,,
"Switzerland, Liechtenstein",2007,Defence,4057.0,,,
"Switzerland, Liechtenstein",2007,Public order and safety,6980.0,,,
"Switzerland, Liechtenstein",2007,"Recreation, culture and religion",4778.0,,,
"Switzerland, Liechtenstein",2007,"General economic, commercial and labour affairs",457.0,,,
"Switzerland, Liechtenstein",2007,Other industries,579.0,,,
"Switzerland, Liechtenstein",2007,RandD Economic affairs,371.0,,,
"Switzerland, Liechtenstein",2007,Economic affairs n.e.c.,17.0,,,
"Switzerland, Liechtenstein",2008,Total function,174744.0,,,
"Switzerland, Liechtenstein",2008,"Agriculture, forestry, fishing and hunting",4181.0,,,
"Switzerland, Liechtenstein",2008,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2008,Transport,15462.0,,,
"Switzerland, Liechtenstein",2008,Communication,35.0,,,
"Switzerland, Liechtenstein",2008,Fuel and energy,955.0,,,
"Switzerland, Liechtenstein",2008,Environment protection,3117.0,,,
"Switzerland, Liechtenstein",2008,Housing and community amenities,1026.0,,,
"Switzerland, Liechtenstein",2008,Health,9891.0,,,
"Switzerland, Liechtenstein",2008,Education,27879.0,,,
"Switzerland, Liechtenstein",2008,Social protection,67226.0,,,
"Switzerland, Liechtenstein",2008,General public services,24552.0,,,
"Switzerland, Liechtenstein",2008,Defence,4744.0,,,
"Switzerland, Liechtenstein",2008,Public order and safety,8095.0,,,
"Switzerland, Liechtenstein",2008,"Recreation, culture and religion",5564.0,,,
"Switzerland, Liechtenstein",2008,"General economic, commercial and labour affairs",758.0,,,
"Switzerland, Liechtenstein",2008,Other industries,747.0,,,
"Switzerland, Liechtenstein",2008,RandD Economic affairs,479.0,,,
"Switzerland, Liechtenstein",2008,Economic affairs n.e.c.,33.0,,,
"Switzerland, Liechtenstein",2009,Total function,181163.0,,,
"Switzerland, Liechtenstein",2009,"Agriculture, forestry, fishing and hunting",4315.0,,,
"Switzerland, Liechtenstein",2009,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2009,Transport,15866.0,,,
"Switzerland, Liechtenstein",2009,Communication,37.0,,,
"Switzerland, Liechtenstein",2009,Fuel and energy,1470.0,,,
"Switzerland, Liechtenstein",2009,Environment protection,3547.0,,,
"Switzerland, Liechtenstein",2009,Housing and community amenities,1006.0,,,
"Switzerland, Liechtenstein",2009,Health,10435.0,,,
"Switzerland, Liechtenstein",2009,Education,29089.0,,,
"Switzerland, Liechtenstein",2009,Social protection,69524.0,,,
"Switzerland, Liechtenstein",2009,General public services,24778.0,,,
"Switzerland, Liechtenstein",2009,Defence,4755.0,,,
"Switzerland, Liechtenstein",2009,Public order and safety,8395.0,,,
"Switzerland, Liechtenstein",2009,"Recreation, culture and religion",5602.0,,,
"Switzerland, Liechtenstein",2009,"General economic, commercial and labour affairs",994.0,,,
"Switzerland, Liechtenstein",2009,Other industries,821.0,,,
"Switzerland, Liechtenstein",2009,RandD Economic affairs,509.0,,,
"Switzerland, Liechtenstein",2009,Economic affairs n.e.c.,19.0,,,
"Switzerland, Liechtenstein",2010,Total function,193808.0,,,
"Switzerland, Liechtenstein",2010,"Agriculture, forestry, fishing and hunting",4457.0,,,
"Switzerland, Liechtenstein",2010,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2010,Transport,16839.0,,,
"Switzerland, Liechtenstein",2010,Communication,38.0,,,
"Switzerland, Liechtenstein",2010,Fuel and energy,1309.0,,,
"Switzerland, Liechtenstein",2010,Environment protection,3603.0,,,
"Switzerland, Liechtenstein",2010,Housing and community amenities,1119.0,,,
"Switzerland, Liechtenstein",2010,Health,10973.0,,,
"Switzerland, Liechtenstein",2010,Education,30931.0,,,
"Switzerland, Liechtenstein",2010,Social protection,75488.0,,,
"Switzerland, Liechtenstein",2010,General public services,27132.0,,,
"Switzerland, Liechtenstein",2010,Defence,4829.0,,,
"Switzerland, Liechtenstein",2010,Public order and safety,8995.0,,,
"Switzerland, Liechtenstein",2010,"Recreation, culture and religion",6004.0,,,
"Switzerland, Liechtenstein",2010,"General economic, commercial and labour affairs",599.0,,,
"Switzerland, Liechtenstein",2010,Other industries,899.0,,,
"Switzerland, Liechtenstein",2010,RandD Economic affairs,561.0,,,
"Switzerland, Liechtenstein",2010,Economic affairs n.e.c.,32.0,,,
"Switzerland, Liechtenstein",2011,Total function,231692.0,,,
"Switzerland, Liechtenstein",2011,"Agriculture, forestry, fishing and hunting",5281.0,,,
"Switzerland, Liechtenstein",2011,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2011,Transport,19807.0,,,
"Switzerland, Liechtenstein",2011,Communication,45.0,,,
"Switzerland, Liechtenstein",2011,Fuel and energy,1531.0,,,
"Switzerland, Liechtenstein",2011,Environment protection,4222.0,,,
"Switzerland, Liechtenstein",2011,Housing and community amenities,1303.0,,,
"Switzerland, Liechtenstein",2011,Health,13653.0,,,
"Switzerland, Liechtenstein",2011,Education,37260.0,,,
"Switzerland, Liechtenstein",2011,Social protection,89943.0,,,
"Switzerland, Liechtenstein",2011,General public services,31933.0,,,
"Switzerland, Liechtenstein",2011,Defence,5757.0,,,
"Switzerland, Liechtenstein",2011,Public order and safety,11131.0,,,
"Switzerland, Liechtenstein",2011,"Recreation, culture and religion",7184.0,,,
"Switzerland, Liechtenstein",2011,"General economic, commercial and labour affairs",777.0,,,
"Switzerland, Liechtenstein",2011,Other industries,1087.0,,,
"Switzerland, Liechtenstein",2011,RandD Economic affairs,750.0,,,
"Switzerland, Liechtenstein",2011,Economic affairs n.e.c.,28.0,,,
"Switzerland, Liechtenstein",2012,Total function,224385.0,,,
"Switzerland, Liechtenstein",2012,"Agriculture, forestry, fishing and hunting",5057.0,,,
"Switzerland, Liechtenstein",2012,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2012,Transport,18675.0,,,
"Switzerland, Liechtenstein",2012,Communication,48.0,,,
"Switzerland, Liechtenstein",2012,Fuel and energy,1571.0,,,
"Switzerland, Liechtenstein",2012,Environment protection,4078.0,,,
"Switzerland, Liechtenstein",2012,Housing and community amenities,1280.0,,,
"Switzerland, Liechtenstein",2012,Health,14035.0,,,
"Switzerland, Liechtenstein",2012,Education,36370.0,,,
"Switzerland, Liechtenstein",2012,Social protection,86683.0,,,
"Switzerland, Liechtenstein",2012,General public services,31123.0,,,
"Switzerland, Liechtenstein",2012,Defence,5405.0,,,
"Switzerland, Liechtenstein",2012,Public order and safety,10731.0,,,
"Switzerland, Liechtenstein",2012,"Recreation, culture and religion",6860.0,,,
"Switzerland, Liechtenstein",2012,"General economic, commercial and labour affairs",744.0,,,
"Switzerland, Liechtenstein",2012,Other industries,1025.0,,,
"Switzerland, Liechtenstein",2012,RandD Economic affairs,674.0,,,
"Switzerland, Liechtenstein",2012,Economic affairs n.e.c.,25.0,,,
"Switzerland, Liechtenstein",2013,Total function,237502.0,,,
"Switzerland, Liechtenstein",2013,"Agriculture, forestry, fishing and hunting",5118.0,,,
"Switzerland, Liechtenstein",2013,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2013,Transport,18918.0,,,
"Switzerland, Liechtenstein",2013,Communication,46.0,,,
"Switzerland, Liechtenstein",2013,Fuel and energy,1759.0,,,
"Switzerland, Liechtenstein",2013,Environment protection,4281.0,,,
"Switzerland, Liechtenstein",2013,Housing and community amenities,1290.0,,,
"Switzerland, Liechtenstein",2013,Health,14923.0,,,
"Switzerland, Liechtenstein",2013,Education,37876.0,,,
"Switzerland, Liechtenstein",2013,Social protection,94595.0,,,
"Switzerland, Liechtenstein",2013,General public services,32012.0,,,
"Switzerland, Liechtenstein",2013,Defence,5795.0,,,
"Switzerland, Liechtenstein",2013,Public order and safety,11373.0,,,
"Switzerland, Liechtenstein",2013,"Recreation, culture and religion",6991.0,,,
"Switzerland, Liechtenstein",2013,"General economic, commercial and labour affairs",665.0,,,
"Switzerland, Liechtenstein",2013,Other industries,1008.0,,,
"Switzerland, Liechtenstein",2013,RandD Economic affairs,800.0,,,
"Switzerland, Liechtenstein",2013,Economic affairs n.e.c.,52.0,,,
"Switzerland, Liechtenstein",2014,Total function,241690.0,,,
"Switzerland, Liechtenstein",2014,"Agriculture, forestry, fishing and hunting",5239.0,,,
"Switzerland, Liechtenstein",2014,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2014,Transport,18862.0,,,
"Switzerland, Liechtenstein",2014,Communication,48.0,,,
"Switzerland, Liechtenstein",2014,Fuel and energy,1901.0,,,
"Switzerland, Liechtenstein",2014,Environment protection,4227.0,,,
"Switzerland, Liechtenstein",2014,Housing and community amenities,1305.0,,,
"Switzerland, Liechtenstein",2014,Health,15213.0,,,
"Switzerland, Liechtenstein",2014,Education,39008.0,,,
"Switzerland, Liechtenstein",2014,Social protection,95593.0,,,
"Switzerland, Liechtenstein",2014,General public services,33034.0,,,
"Switzerland, Liechtenstein",2014,Defence,5640.0,,,
"Switzerland, Liechtenstein",2014,Public order and safety,11802.0,,,
"Switzerland, Liechtenstein",2014,"Recreation, culture and religion",7269.0,,,
"Switzerland, Liechtenstein",2014,"General economic, commercial and labour affairs",704.0,,,
"Switzerland, Liechtenstein",2014,Other industries,997.0,,,
"Switzerland, Liechtenstein",2014,RandD Economic affairs,807.0,,,
"Switzerland, Liechtenstein",2014,Economic affairs n.e.c.,40.0,,,
"Switzerland, Liechtenstein",2015,Total function,233319.0,,,
"Switzerland, Liechtenstein",2015,"Agriculture, forestry, fishing and hunting",4970.0,,,
"Switzerland, Liechtenstein",2015,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2015,Transport,18107.0,,,
"Switzerland, Liechtenstein",2015,Communication,57.0,,,
"Switzerland, Liechtenstein",2015,Fuel and energy,1882.0,,,
"Switzerland, Liechtenstein",2015,Environment protection,4103.0,,,
"Switzerland, Liechtenstein",2015,Housing and community amenities,1320.0,,,
"Switzerland, Liechtenstein",2015,Health,14755.0,,,
"Switzerland, Liechtenstein",2015,Education,37919.0,,,
"Switzerland, Liechtenstein",2015,Social protection,92054.0,,,
"Switzerland, Liechtenstein",2015,General public services,31861.0,,,
"Switzerland, Liechtenstein",2015,Defence,5342.0,,,
"Switzerland, Liechtenstein",2015,Public order and safety,11460.0,,,
"Switzerland, Liechtenstein",2015,"Recreation, culture and religion",7003.0,,,
"Switzerland, Liechtenstein",2015,"General economic, commercial and labour affairs",662.0,,,
"Switzerland, Liechtenstein",2015,Other industries,980.0,,,
"Switzerland, Liechtenstein",2015,RandD Economic affairs,804.0,,,
"Switzerland, Liechtenstein",2015,Economic affairs n.e.c.,42.0,,,
"Switzerland, Liechtenstein",2016,Total function,231628.0,,,
"Switzerland, Liechtenstein",2016,"Agriculture, forestry, fishing and hunting",4809.0,,,
"Switzerland, Liechtenstein",2016,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2016,Transport,17721.0,,,
"Switzerland, Liechtenstein",2016,Communication,55.0,,,
"Switzerland, Liechtenstein",2016,Fuel and energy,1920.0,,,
"Switzerland, Liechtenstein",2016,Environment protection,4122.0,,,
"Switzerland, Liechtenstein",2016,Housing and community amenities,1256.0,,,
"Switzerland, Liechtenstein",2016,Health,14842.0,,,
"Switzerland, Liechtenstein",2016,Education,37738.0,,,
"Switzerland, Liechtenstein",2016,Social protection,92122.0,,,
"Switzerland, Liechtenstein",2016,General public services,30768.0,,,
"Switzerland, Liechtenstein",2016,Defence,5443.0,,,
"Switzerland, Liechtenstein",2016,Public order and safety,11256.0,,,
"Switzerland, Liechtenstein",2016,"Recreation, culture and religion",6923.0,,,
"Switzerland, Liechtenstein",2016,"General economic, commercial and labour affairs",857.0,,,
"Switzerland, Liechtenstein",2016,Other industries,981.0,,,
"Switzerland, Liechtenstein",2016,RandD Economic affairs,774.0,,,
"Switzerland, Liechtenstein",2016,Economic affairs n.e.c.,42.0,,,
"Switzerland, Liechtenstein",2017,Total function,234327.0,,,
"Switzerland, Liechtenstein",2017,"Agriculture, forestry, fishing and hunting",4783.0,,,
"Switzerland, Liechtenstein",2017,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2017,Transport,17545.0,,,
"Switzerland, Liechtenstein",2017,Communication,58.0,,,
"Switzerland, Liechtenstein",2017,Fuel and energy,2043.0,,,
"Switzerland, Liechtenstein",2017,Environment protection,4103.0,,,
"Switzerland, Liechtenstein",2017,Housing and community amenities,1280.0,,,
"Switzerland, Liechtenstein",2017,Health,14680.0,,,
"Switzerland, Liechtenstein",2017,Education,38219.0,,,
"Switzerland, Liechtenstein",2017,Social protection,92849.0,,,
"Switzerland, Liechtenstein",2017,General public services,31980.0,,,
"Switzerland, Liechtenstein",2017,Defence,5585.0,,,
"Switzerland, Liechtenstein",2017,Public order and safety,11511.0,,,
"Switzerland, Liechtenstein",2017,"Recreation, culture and religion",7152.0,,,
"Switzerland, Liechtenstein",2017,"General economic, commercial and labour affairs",744.0,,,
"Switzerland, Liechtenstein",2017,Other industries,1012.0,,,
"Switzerland, Liechtenstein",2017,RandD Economic affairs,746.0,,,
"Switzerland, Liechtenstein",2017,Economic affairs n.e.c.,35.0,,,
"Switzerland, Liechtenstein",2018,Total function,239364.0,,,
"Switzerland, Liechtenstein",2018,"Agriculture, forestry, fishing and hunting",4903.0,,,
"Switzerland, Liechtenstein",2018,"Mining, manufacturing and construction",0.0,,,
"Switzerland, Liechtenstein",2018,Transport,17893.0,,,
"Switzerland, Liechtenstein",2018,Communication,57.0,,,
"Switzerland, Liechtenstein",2018,Fuel and energy,2380.0,,,
"Switzerland, Liechtenstein",2018,Environment protection,4139.0,,,
"Switzerland, Liechtenstein",2018,Housing and community amenities,1375.0,,,
"Switzerland, Liechtenstein",2018,Health,15405.0,,,
"Switzerland, Liechtenstein",2018,Education,39277.0,,,
